INSERT INTO dateC VALUES (0, TO_DATE('1-1-2020','DD-MM-YYYY'), 'Lundi', 'Janvier', '2020', 1, 1);
INSERT INTO dateC VALUES (204, TO_DATE('25-7-2020','DD-MM-YYYY'), 'Mardi', 'Juillet', '2020', 0, 0);
INSERT INTO dateC VALUES (205, TO_DATE('26-7-2020','DD-MM-YYYY'), 'Mercredi', 'Juillet', '2020', 0, 0);
INSERT INTO dateC VALUES (206, TO_DATE('27-7-2020','DD-MM-YYYY'), 'Jeudi', 'Juillet', '2020', 0, 0);
INSERT INTO dateC VALUES (207, TO_DATE('28-7-2020','DD-MM-YYYY'), 'Vendredi', 'Juillet', '2020', 0, 0);
INSERT INTO dateC VALUES (208, TO_DATE('29-7-2020','DD-MM-YYYY'), 'Samedi', 'Juillet', '2020', 0, 0);
INSERT INTO dateC VALUES (209, TO_DATE('30-7-2020','DD-MM-YYYY'), 'Dimanche', 'Juillet', '2020', 0, 0);
INSERT INTO dateC VALUES (210, TO_DATE('1-8-2020','DD-MM-YYYY'), 'Lundi', 'Aout', '2020', 0, 1);
INSERT INTO dateC VALUES (211, TO_DATE('2-8-2020','DD-MM-YYYY'), 'Mardi', 'Aout', '2020', 1, 1);
INSERT INTO dateC VALUES (212, TO_DATE('3-8-2020','DD-MM-YYYY'), 'Mercredi', 'Aout', '2020', 1, 1);
INSERT INTO dateC VALUES (213, TO_DATE('4-8-2020','DD-MM-YYYY'), 'Jeudi', 'Aout', '2020', 1, 1);
INSERT INTO dateC VALUES (214, TO_DATE('5-8-2020','DD-MM-YYYY'), 'Vendredi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (215, TO_DATE('6-8-2020','DD-MM-YYYY'), 'Samedi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (216, TO_DATE('7-8-2020','DD-MM-YYYY'), 'Dimanche', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (217, TO_DATE('8-8-2020','DD-MM-YYYY'), 'Lundi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (218, TO_DATE('9-8-2020','DD-MM-YYYY'), 'Mardi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (219, TO_DATE('10-8-2020','DD-MM-YYYY'), 'Mercredi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (220, TO_DATE('11-8-2020','DD-MM-YYYY'), 'Jeudi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (221, TO_DATE('12-8-2020','DD-MM-YYYY'), 'Vendredi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (222, TO_DATE('13-8-2020','DD-MM-YYYY'), 'Samedi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (223, TO_DATE('14-8-2020','DD-MM-YYYY'), 'Dimanche', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (224, TO_DATE('15-8-2020','DD-MM-YYYY'), 'Lundi', 'Aout', '2020', 1, 0);
INSERT INTO dateC VALUES (225, TO_DATE('16-8-2020','DD-MM-YYYY'), 'Mardi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (226, TO_DATE('17-8-2020','DD-MM-YYYY'), 'Mercredi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (227, TO_DATE('18-8-2020','DD-MM-YYYY'), 'Jeudi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (228, TO_DATE('19-8-2020','DD-MM-YYYY'), 'Vendredi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (229, TO_DATE('20-8-2020','DD-MM-YYYY'), 'Samedi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (230, TO_DATE('21-8-2020','DD-MM-YYYY'), 'Dimanche', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (231, TO_DATE('22-8-2020','DD-MM-YYYY'), 'Lundi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (232, TO_DATE('23-8-2020','DD-MM-YYYY'), 'Mardi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (233, TO_DATE('24-8-2020','DD-MM-YYYY'), 'Mercredi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (234, TO_DATE('25-8-2020','DD-MM-YYYY'), 'Jeudi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (235, TO_DATE('26-8-2020','DD-MM-YYYY'), 'Vendredi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (236, TO_DATE('27-8-2020','DD-MM-YYYY'), 'Samedi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (237, TO_DATE('28-8-2020','DD-MM-YYYY'), 'Dimanche', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (238, TO_DATE('29-8-2020','DD-MM-YYYY'), 'Lundi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (239, TO_DATE('30-8-2020','DD-MM-YYYY'), 'Mardi', 'Aout', '2020', 0, 0);
INSERT INTO dateC VALUES (240, TO_DATE('1-9-2020','DD-MM-YYYY'), 'Mercredi', 'Septembre', '2020', 0, 1);
INSERT INTO dateC VALUES (241, TO_DATE('2-9-2020','DD-MM-YYYY'), 'Jeudi', 'Septembre', '2020', 0, 1);
INSERT INTO dateC VALUES (242, TO_DATE('3-9-2020','DD-MM-YYYY'), 'Vendredi', 'Septembre', '2020', 0, 1);
INSERT INTO dateC VALUES (243, TO_DATE('4-9-2020','DD-MM-YYYY'), 'Samedi', 'Septembre', '2020', 0, 1);
INSERT INTO dateC VALUES (244, TO_DATE('5-9-2020','DD-MM-YYYY'), 'Dimanche', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (245, TO_DATE('6-9-2020','DD-MM-YYYY'), 'Lundi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (246, TO_DATE('7-9-2020','DD-MM-YYYY'), 'Mardi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (247, TO_DATE('8-9-2020','DD-MM-YYYY'), 'Mercredi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (248, TO_DATE('9-9-2020','DD-MM-YYYY'), 'Jeudi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (249, TO_DATE('10-9-2020','DD-MM-YYYY'), 'Vendredi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (250, TO_DATE('11-9-2020','DD-MM-YYYY'), 'Samedi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (251, TO_DATE('12-9-2020','DD-MM-YYYY'), 'Dimanche', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (252, TO_DATE('13-9-2020','DD-MM-YYYY'), 'Lundi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (253, TO_DATE('14-9-2020','DD-MM-YYYY'), 'Mardi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (254, TO_DATE('15-9-2020','DD-MM-YYYY'), 'Mercredi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (255, TO_DATE('16-9-2020','DD-MM-YYYY'), 'Jeudi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (256, TO_DATE('17-9-2020','DD-MM-YYYY'), 'Vendredi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (257, TO_DATE('18-9-2020','DD-MM-YYYY'), 'Samedi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (258, TO_DATE('19-9-2020','DD-MM-YYYY'), 'Dimanche', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (259, TO_DATE('20-9-2020','DD-MM-YYYY'), 'Lundi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (260, TO_DATE('21-9-2020','DD-MM-YYYY'), 'Mardi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (261, TO_DATE('22-9-2020','DD-MM-YYYY'), 'Mercredi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (262, TO_DATE('23-9-2020','DD-MM-YYYY'), 'Jeudi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (263, TO_DATE('24-9-2020','DD-MM-YYYY'), 'Vendredi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (264, TO_DATE('25-9-2020','DD-MM-YYYY'), 'Samedi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (265, TO_DATE('26-9-2020','DD-MM-YYYY'), 'Dimanche', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (266, TO_DATE('27-9-2020','DD-MM-YYYY'), 'Lundi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (267, TO_DATE('28-9-2020','DD-MM-YYYY'), 'Mardi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (268, TO_DATE('29-9-2020','DD-MM-YYYY'), 'Mercredi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (269, TO_DATE('30-9-2020','DD-MM-YYYY'), 'Jeudi', 'Septembre', '2020', 0, 0);
INSERT INTO dateC VALUES (270, TO_DATE('1-10-2020','DD-MM-YYYY'), 'Vendredi', 'Octobre', '2020', 0, 1);
INSERT INTO dateC VALUES (271, TO_DATE('2-10-2020','DD-MM-YYYY'), 'Samedi', 'Octobre', '2020', 0, 1);
INSERT INTO dateC VALUES (272, TO_DATE('3-10-2020','DD-MM-YYYY'), 'Dimanche', 'Octobre', '2020', 0, 1);
INSERT INTO dateC VALUES (273, TO_DATE('4-10-2020','DD-MM-YYYY'), 'Lundi', 'Octobre', '2020', 0, 1);
INSERT INTO dateC VALUES (274, TO_DATE('5-10-2020','DD-MM-YYYY'), 'Mardi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (275, TO_DATE('6-10-2020','DD-MM-YYYY'), 'Mercredi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (276, TO_DATE('7-10-2020','DD-MM-YYYY'), 'Jeudi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (277, TO_DATE('8-10-2020','DD-MM-YYYY'), 'Vendredi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (278, TO_DATE('9-10-2020','DD-MM-YYYY'), 'Samedi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (279, TO_DATE('10-10-2020','DD-MM-YYYY'), 'Dimanche', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (280, TO_DATE('11-10-2020','DD-MM-YYYY'), 'Lundi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (281, TO_DATE('12-10-2020','DD-MM-YYYY'), 'Mardi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (282, TO_DATE('13-10-2020','DD-MM-YYYY'), 'Mercredi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (283, TO_DATE('14-10-2020','DD-MM-YYYY'), 'Jeudi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (284, TO_DATE('15-10-2020','DD-MM-YYYY'), 'Vendredi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (285, TO_DATE('16-10-2020','DD-MM-YYYY'), 'Samedi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (286, TO_DATE('17-10-2020','DD-MM-YYYY'), 'Dimanche', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (287, TO_DATE('18-10-2020','DD-MM-YYYY'), 'Lundi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (288, TO_DATE('19-10-2020','DD-MM-YYYY'), 'Mardi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (289, TO_DATE('20-10-2020','DD-MM-YYYY'), 'Mercredi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (290, TO_DATE('21-10-2020','DD-MM-YYYY'), 'Jeudi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (291, TO_DATE('22-10-2020','DD-MM-YYYY'), 'Vendredi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (292, TO_DATE('23-10-2020','DD-MM-YYYY'), 'Samedi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (293, TO_DATE('24-10-2020','DD-MM-YYYY'), 'Dimanche', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (294, TO_DATE('25-10-2020','DD-MM-YYYY'), 'Lundi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (295, TO_DATE('26-10-2020','DD-MM-YYYY'), 'Mardi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (296, TO_DATE('27-10-2020','DD-MM-YYYY'), 'Mercredi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (297, TO_DATE('28-10-2020','DD-MM-YYYY'), 'Jeudi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (298, TO_DATE('29-10-2020','DD-MM-YYYY'), 'Vendredi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (299, TO_DATE('30-10-2020','DD-MM-YYYY'), 'Samedi', 'Octobre', '2020', 0, 0);
INSERT INTO dateC VALUES (300, TO_DATE('1-11-2020','DD-MM-YYYY'), 'Dimanche', 'Novembre', '2020', 0, 1);
INSERT INTO dateC VALUES (301, TO_DATE('2-11-2020','DD-MM-YYYY'), 'Lundi', 'Novembre', '2020', 0, 1);
INSERT INTO dateC VALUES (302, TO_DATE('3-11-2020','DD-MM-YYYY'), 'Mardi', 'Novembre', '2020', 0, 1);
INSERT INTO dateC VALUES (303, TO_DATE('4-11-2020','DD-MM-YYYY'), 'Mercredi', 'Novembre', '2020', 0, 1);
INSERT INTO dateC VALUES (304, TO_DATE('5-11-2020','DD-MM-YYYY'), 'Jeudi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (305, TO_DATE('6-11-2020','DD-MM-YYYY'), 'Vendredi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (306, TO_DATE('7-11-2020','DD-MM-YYYY'), 'Samedi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (307, TO_DATE('8-11-2020','DD-MM-YYYY'), 'Dimanche', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (308, TO_DATE('9-11-2020','DD-MM-YYYY'), 'Lundi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (309, TO_DATE('10-11-2020','DD-MM-YYYY'), 'Mardi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (310, TO_DATE('11-11-2020','DD-MM-YYYY'), 'Mercredi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (311, TO_DATE('12-11-2020','DD-MM-YYYY'), 'Jeudi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (312, TO_DATE('13-11-2020','DD-MM-YYYY'), 'Vendredi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (313, TO_DATE('14-11-2020','DD-MM-YYYY'), 'Samedi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (314, TO_DATE('15-11-2020','DD-MM-YYYY'), 'Dimanche', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (315, TO_DATE('16-11-2020','DD-MM-YYYY'), 'Lundi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (316, TO_DATE('17-11-2020','DD-MM-YYYY'), 'Mardi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (317, TO_DATE('18-11-2020','DD-MM-YYYY'), 'Mercredi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (318, TO_DATE('19-11-2020','DD-MM-YYYY'), 'Jeudi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (319, TO_DATE('20-11-2020','DD-MM-YYYY'), 'Vendredi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (320, TO_DATE('21-11-2020','DD-MM-YYYY'), 'Samedi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (321, TO_DATE('22-11-2020','DD-MM-YYYY'), 'Dimanche', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (322, TO_DATE('23-11-2020','DD-MM-YYYY'), 'Lundi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (323, TO_DATE('24-11-2020','DD-MM-YYYY'), 'Mardi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (324, TO_DATE('25-11-2020','DD-MM-YYYY'), 'Mercredi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (325, TO_DATE('26-11-2020','DD-MM-YYYY'), 'Jeudi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (326, TO_DATE('27-11-2020','DD-MM-YYYY'), 'Vendredi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (327, TO_DATE('28-11-2020','DD-MM-YYYY'), 'Samedi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (328, TO_DATE('29-11-2020','DD-MM-YYYY'), 'Dimanche', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (329, TO_DATE('30-11-2020','DD-MM-YYYY'), 'Lundi', 'Novembre', '2020', 0, 0);
INSERT INTO dateC VALUES (330, TO_DATE('1-12-2020','DD-MM-YYYY'), 'Mardi', 'Decembre', '2020', 0, 1);
INSERT INTO dateC VALUES (331, TO_DATE('2-12-2020','DD-MM-YYYY'), 'Mercredi', 'Decembre', '2020', 0, 1);
INSERT INTO dateC VALUES (332, TO_DATE('3-12-2020','DD-MM-YYYY'), 'Jeudi', 'Decembre', '2020', 0, 1);
INSERT INTO dateC VALUES (333, TO_DATE('4-12-2020','DD-MM-YYYY'), 'Vendredi', 'Decembre', '2020', 0, 1);
INSERT INTO dateC VALUES (334, TO_DATE('5-12-2020','DD-MM-YYYY'), 'Samedi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (335, TO_DATE('6-12-2020','DD-MM-YYYY'), 'Dimanche', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (336, TO_DATE('7-12-2020','DD-MM-YYYY'), 'Lundi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (337, TO_DATE('8-12-2020','DD-MM-YYYY'), 'Mardi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (338, TO_DATE('9-12-2020','DD-MM-YYYY'), 'Mercredi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (339, TO_DATE('10-12-2020','DD-MM-YYYY'), 'Jeudi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (340, TO_DATE('11-12-2020','DD-MM-YYYY'), 'Vendredi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (341, TO_DATE('12-12-2020','DD-MM-YYYY'), 'Samedi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (342, TO_DATE('13-12-2020','DD-MM-YYYY'), 'Dimanche', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (343, TO_DATE('14-12-2020','DD-MM-YYYY'), 'Lundi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (344, TO_DATE('15-12-2020','DD-MM-YYYY'), 'Mardi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (345, TO_DATE('16-12-2020','DD-MM-YYYY'), 'Mercredi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (346, TO_DATE('17-12-2020','DD-MM-YYYY'), 'Jeudi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (347, TO_DATE('18-12-2020','DD-MM-YYYY'), 'Vendredi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (348, TO_DATE('19-12-2020','DD-MM-YYYY'), 'Samedi', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (349, TO_DATE('20-12-2020','DD-MM-YYYY'), 'Dimanche', 'Decembre', '2020', 0, 0);
INSERT INTO dateC VALUES (350, TO_DATE('21-12-2020','DD-MM-YYYY'), 'Lundi', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (351, TO_DATE('22-12-2020','DD-MM-YYYY'), 'Mardi', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (352, TO_DATE('23-12-2020','DD-MM-YYYY'), 'Mercredi', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (353, TO_DATE('24-12-2020','DD-MM-YYYY'), 'Jeudi', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (354, TO_DATE('25-12-2020','DD-MM-YYYY'), 'Vendredi', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (355, TO_DATE('26-12-2020','DD-MM-YYYY'), 'Samedi', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (356, TO_DATE('27-12-2020','DD-MM-YYYY'), 'Dimanche', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (357, TO_DATE('28-12-2020','DD-MM-YYYY'), 'Lundi', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (358, TO_DATE('29-12-2020','DD-MM-YYYY'), 'Mardi', 'Decembre', '2020', 1, 0);
INSERT INTO dateC VALUES (359, TO_DATE('30-12-2020','DD-MM-YYYY'), 'Mercredi', 'Decembre', '2020', 1, 0);
INSERT INTO timeOfDay VALUES (0, 0, 0, 0,'AM');
INSERT INTO timeOfDay VALUES (1, 0, 1, 0,'AM');
INSERT INTO timeOfDay VALUES (2, 0, 2, 0,'AM');
INSERT INTO timeOfDay VALUES (3, 0, 3, 0,'AM');
INSERT INTO timeOfDay VALUES (4, 0, 4, 0,'AM');
INSERT INTO timeOfDay VALUES (5, 0, 5, 0,'AM');
INSERT INTO timeOfDay VALUES (6, 0, 6, 0,'AM');
INSERT INTO timeOfDay VALUES (7, 0, 7, 0,'AM');
INSERT INTO timeOfDay VALUES (8, 0, 8, 0,'AM');
INSERT INTO timeOfDay VALUES (9, 0, 9, 0,'AM');
INSERT INTO timeOfDay VALUES (10, 0, 10, 0,'AM');
INSERT INTO timeOfDay VALUES (11, 0, 11, 0,'AM');
INSERT INTO timeOfDay VALUES (12, 0, 12, 0,'AM');
INSERT INTO timeOfDay VALUES (13, 0, 13, 0,'AM');
INSERT INTO timeOfDay VALUES (14, 0, 14, 0,'AM');
INSERT INTO timeOfDay VALUES (15, 0, 15, 0,'AM');
INSERT INTO timeOfDay VALUES (16, 0, 16, 0,'AM');
INSERT INTO timeOfDay VALUES (17, 0, 17, 0,'AM');
INSERT INTO timeOfDay VALUES (18, 0, 18, 0,'AM');
INSERT INTO timeOfDay VALUES (19, 0, 19, 0,'AM');
INSERT INTO timeOfDay VALUES (20, 0, 20, 0,'AM');
INSERT INTO timeOfDay VALUES (21, 0, 21, 0,'AM');
INSERT INTO timeOfDay VALUES (22, 0, 22, 0,'AM');
INSERT INTO timeOfDay VALUES (23, 0, 23, 0,'AM');
INSERT INTO timeOfDay VALUES (24, 0, 24, 0,'AM');
INSERT INTO timeOfDay VALUES (25, 0, 25, 0,'AM');
INSERT INTO timeOfDay VALUES (26, 0, 26, 0,'AM');
INSERT INTO timeOfDay VALUES (27, 0, 27, 0,'AM');
INSERT INTO timeOfDay VALUES (28, 0, 28, 0,'AM');
INSERT INTO timeOfDay VALUES (29, 0, 29, 0,'AM');
INSERT INTO timeOfDay VALUES (30, 0, 30, 0,'AM');
INSERT INTO timeOfDay VALUES (31, 0, 31, 0,'AM');
INSERT INTO timeOfDay VALUES (32, 0, 32, 0,'AM');
INSERT INTO timeOfDay VALUES (33, 0, 33, 0,'AM');
INSERT INTO timeOfDay VALUES (34, 0, 34, 0,'AM');
INSERT INTO timeOfDay VALUES (35, 0, 35, 0,'AM');
INSERT INTO timeOfDay VALUES (36, 0, 36, 0,'AM');
INSERT INTO timeOfDay VALUES (37, 0, 37, 0,'AM');
INSERT INTO timeOfDay VALUES (38, 0, 38, 0,'AM');
INSERT INTO timeOfDay VALUES (39, 0, 39, 0,'AM');
INSERT INTO timeOfDay VALUES (40, 0, 40, 0,'AM');
INSERT INTO timeOfDay VALUES (41, 0, 41, 0,'AM');
INSERT INTO timeOfDay VALUES (42, 0, 42, 0,'AM');
INSERT INTO timeOfDay VALUES (43, 0, 43, 0,'AM');
INSERT INTO timeOfDay VALUES (44, 0, 44, 0,'AM');
INSERT INTO timeOfDay VALUES (45, 0, 45, 0,'AM');
INSERT INTO timeOfDay VALUES (46, 0, 46, 0,'AM');
INSERT INTO timeOfDay VALUES (47, 0, 47, 0,'AM');
INSERT INTO timeOfDay VALUES (48, 0, 48, 0,'AM');
INSERT INTO timeOfDay VALUES (49, 0, 49, 0,'AM');
INSERT INTO timeOfDay VALUES (50, 0, 50, 0,'AM');
INSERT INTO timeOfDay VALUES (51, 0, 51, 0,'AM');
INSERT INTO timeOfDay VALUES (52, 0, 52, 0,'AM');
INSERT INTO timeOfDay VALUES (53, 0, 53, 0,'AM');
INSERT INTO timeOfDay VALUES (54, 0, 54, 0,'AM');
INSERT INTO timeOfDay VALUES (55, 0, 55, 0,'AM');
INSERT INTO timeOfDay VALUES (56, 0, 56, 0,'AM');
INSERT INTO timeOfDay VALUES (57, 0, 57, 0,'AM');
INSERT INTO timeOfDay VALUES (58, 0, 58, 0,'AM');
INSERT INTO timeOfDay VALUES (59, 0, 59, 0,'AM');
INSERT INTO timeOfDay VALUES (60, 1, 0, 0,'AM');
INSERT INTO timeOfDay VALUES (61, 1, 1, 0,'AM');
INSERT INTO timeOfDay VALUES (62, 1, 2, 0,'AM');
INSERT INTO timeOfDay VALUES (63, 1, 3, 0,'AM');
INSERT INTO timeOfDay VALUES (64, 1, 4, 0,'AM');
INSERT INTO timeOfDay VALUES (65, 1, 5, 0,'AM');
INSERT INTO timeOfDay VALUES (66, 1, 6, 0,'AM');
INSERT INTO timeOfDay VALUES (67, 1, 7, 0,'AM');
INSERT INTO timeOfDay VALUES (68, 1, 8, 0,'AM');
INSERT INTO timeOfDay VALUES (69, 1, 9, 0,'AM');
INSERT INTO timeOfDay VALUES (70, 1, 10, 0,'AM');
INSERT INTO timeOfDay VALUES (71, 1, 11, 0,'AM');
INSERT INTO timeOfDay VALUES (72, 1, 12, 0,'AM');
INSERT INTO timeOfDay VALUES (73, 1, 13, 0,'AM');
INSERT INTO timeOfDay VALUES (74, 1, 14, 0,'AM');
INSERT INTO timeOfDay VALUES (75, 1, 15, 0,'AM');
INSERT INTO timeOfDay VALUES (76, 1, 16, 0,'AM');
INSERT INTO timeOfDay VALUES (77, 1, 17, 0,'AM');
INSERT INTO timeOfDay VALUES (78, 1, 18, 0,'AM');
INSERT INTO timeOfDay VALUES (79, 1, 19, 0,'AM');
INSERT INTO timeOfDay VALUES (80, 1, 20, 0,'AM');
INSERT INTO timeOfDay VALUES (81, 1, 21, 0,'AM');
INSERT INTO timeOfDay VALUES (82, 1, 22, 0,'AM');
INSERT INTO timeOfDay VALUES (83, 1, 23, 0,'AM');
INSERT INTO timeOfDay VALUES (84, 1, 24, 0,'AM');
INSERT INTO timeOfDay VALUES (85, 1, 25, 0,'AM');
INSERT INTO timeOfDay VALUES (86, 1, 26, 0,'AM');
INSERT INTO timeOfDay VALUES (87, 1, 27, 0,'AM');
INSERT INTO timeOfDay VALUES (88, 1, 28, 0,'AM');
INSERT INTO timeOfDay VALUES (89, 1, 29, 0,'AM');
INSERT INTO timeOfDay VALUES (90, 1, 30, 0,'AM');
INSERT INTO timeOfDay VALUES (91, 1, 31, 0,'AM');
INSERT INTO timeOfDay VALUES (92, 1, 32, 0,'AM');
INSERT INTO timeOfDay VALUES (93, 1, 33, 0,'AM');
INSERT INTO timeOfDay VALUES (94, 1, 34, 0,'AM');
INSERT INTO timeOfDay VALUES (95, 1, 35, 0,'AM');
